"","severe_BDI_cx","severe_BDI_p","moderate_BDI_cx","moderate_BDI_p","clinical_BDI_cx","clinical_BDI_p","mild_BDI_cx","mild_BDI_p","minimal_BDI_cx","minimal_BDI_p","subclinical_BDI_cx","subclinical_BDI_p","everyone_BDI_cx","everyone_BDI_p","na1_cx","na1_p","na2_cx","na2_p","nb1_cx","nb1_p","nb2_cx","nb2_p","nc1_cx","nc1_p","nc2_cx","nc2_p","everyone_Neg_cx","everyone_Neg_p","sa1_cx","sa1_p","sa2_cx","sa2_p","sa3_cx","sa3_p","sb1_cx","sb1_p","sb2_cx","sb2_p","sb3_cx","sb3_p","sc1_cx","sc1_p","sc2_cx","sc2_p","sc3_cx","sc3_p","sd1_cx","sd1_p","sd2_cx","sd2_p","everyone_Som_cx","everyone_Som_p"
"1",0.170999555057305,0.48395872832148,0.535307410311679,0.0102493061250046,0.121168185985027,0.450459994606747,0.203972783687496,0.547450785860694,0.0546498468441494,0.712186836053051,0.0889130413811824,0.503068385501733,0.316994548807047,0.00131178551563893,0.0965668519790602,0.459093102117039,-0.199919020250041,0.298440343226144,0.102291036438883,0.337371110129416,-0.0159960286840744,0.927331580145144,0.153394908963294,0.135668993532439,0.0845062872058665,0.609009537457046,0.238419844750021,0.0169044288542632,0.0416864896629873,0.795803837392293,0.519866481791647,0.00229155753147814,0.207216439522054,0.394652082538596,0.194892519228349,0.0984718500853446,0.511632714276882,0.0001244368911496,0.116137758453202,0.606773548257542,0.341765915170167,0.000855198375585313,0.485696242650634,0.000196931448089924,-0.0182591257515469,0.92797331132632,0.350711524815895,0.000493197415800633,0.360345735032904,0.00505510749971512,0.331256613898642,0.000761299815514318
"2",0.156358530813581,0.487136867785116,0.675937018484554,0.00289560151971494,0.214872322925938,0.188972804117313,-0.479133586865136,0.0207113191213521,0.117127773940806,0.483726799053274,-0.138866992377416,0.285822905780115,0.275410272106403,0.00554866390077619,0.0297839632098926,0.819756408373404,0.236971068556479,0.191596859786332,0.150064110842427,0.15107711866311,0.193682189461311,0.237436274733733,0.175969533691346,0.0799003360953489,0.193682189461311,0.237436274733733,0.238419844750021,0.0169044288542632,0.25331106553542,0.169142358245185,0.386182003698137,0.0115349104763648,-0.11876308378904,0.649838121795121,0.245933409339717,0.0359654684297181,0.33868459032058,0.00869379904092265,-0.0190621685978134,0.927938205884674,0.30306874331891,0.00368910218276219,0.321635156085554,0.00795255660391377,0.0566909392002514,0.778816505534146,0.319962348732003,0.0013195331216575,0.335435409452277,0.004839006659999,0.336094525366972,0.000629194344261243
"3",0.100240965195637,0.769333420013092,0.366454216936802,0.0781921391712132,-0.150782859051168,0.387255437443749,-0.537004463628293,0.0146276112633542,-0.0031898119842005,0.983408546313762,0.100538575960083,0.425531020022553,0.208577983858596,0.0372950099299302,-0.117828102223783,0.346070776659441,0.27223943846179,0.208860414478138,0.0716373889292699,0.504689214404746,0.28189890633444,0.111976777324222,0.167066636612448,0.0983677605840448,0.302899598942942,0.081631023635442,0.238419844750021,0.0169044288542632,0.0600210975496715,0.720374614357056,0.568899163840792,0.00015747780804027,-0.444935127614367,0.0562821761818773,0.412587941662537,0.000192403195997252,0.265642414862381,0.0438626130633649,-0.362742016907125,0.0889173780125822,0.361232461602384,0.000299333346076751,0.136104793009128,0.291517624316347,-0.362742016907125,0.0889173780125822,0.294488015612084,0.00293845506600633,0.136104793009128,0.291517624316347,0.294488015612084,0.00293845506600633
"4",-0.108241604479006,0.622996305369283,0.740905685276112,0.000667629202329517,-0.0900967488319025,0.580346048649432,0.105974821874862,0.638800345160134,0.296874831786305,0.0702994595968833,0.175186697763888,0.18062772513065,0.305186651687701,0.00201842297811799,0.0627264490559007,0.646042140678932,-0.109303589228914,0.558328621665661,0.063188502900596,0.560943964674382,0.119122981394376,0.446753328985187,0.17597682744242,0.081449952689798,-0.0869083946576056,0.574830137103175,0.238419844750021,0.0169044288542632,0.266988013790403,0.121032208965107,0.655985390920379,1.88485756619732e-05,0.223895956815029,0.371787546439445,0.344946146310378,0.0034513082621713,0.540576963062509,2.93419710500184e-05,-0.137633541873255,0.511779350595738,0.436848049352743,2.08817157122221e-05,0.328645464169737,0.010354170617837,-0.110444547092992,0.561235447543041,0.348749010935949,0.00053299925946837,0.233770332126284,0.0609018807510958,0.30173304768248,0.00228206555267903
"5",0.296052997624899,0.376719075177895,0.531189881445097,0.0109637863481881,0.25006763466616,0.160451748992658,0.46760085484512,0.0376201842563124,0.214902264749787,0.14688183622498,0.236026102354985,0.0544973442471936,0.157628167406033,0.117284799755492,0.265852638951448,0.0323171264936279,0.00573285949289912,0.976454200356006,0.0291786944675265,0.780112660945998,-0.0355172619651692,0.839482406241306,-0.0141160517431911,0.88913983318392,-0.0355172619651692,0.839482406241306,0.238419844750021,0.0169044288542632,0.280457149277274,0.0757158534460109,0.29083906327345,0.0498908276920342,-0.123028337303978,0.703262504997287,0.154810599609108,0.152218468933671,0.245807818511116,0.0628977696296821,-0.123028337303978,0.703262504997287,0.187521786713277,0.0630772980999545,0.245807818511116,0.0628977696296821,0.0302434514524484,0.92187047158399,0.187521786713277,0.0630772980999545,0.25464027663151,0.0516193464753318,0.201737481877112,0.0441402910651658
"6",-0.189712071271525,0.450858568365507,0.71751771670046,0.00175247647813078,-0.212171139446125,0.228335116820356,-0.281139119966316,0.204999094884414,0.202343331867251,0.187762292480089,-0.00144165073233745,0.990833904355909,0.00487254003701951,0.961626121968465,-0.149623297868296,0.241832413714279,0.169776964011665,0.417170197012078,-0.0138575158780974,0.898036241933209,0.0660462718233873,0.706205852308716,-0.0266746174397285,0.794305729279314,0.0189581054038644,0.911323319318077,0.238419844750021,0.0169044288542632,0.171432557452459,0.265845902636661,0.514698198990845,0.00111686428680858,-0.377909915455722,0.20296815702428,0.321085573454821,0.00347050268881386,-0.0891340870326313,0.538185655546721,0.0217690812727905,0.933908275482896,0.0653601634057882,0.531392787307168,-0.0835365745501147,0.548137495640287,0.224569389857723,0.355328427360181,0.0486501330811853,0.634277977093697,0.00812721869736671,0.95259547261004,0.0986286972969923,0.328930802860753
"7",0.577173789749692,0.0192330992756915,0.628643662148825,0.0120667046572619,0.277536050154252,0.130628297553793,-0.394432847735286,0.14570517191976,-0.144123672489208,0.298457242331964,-0.115588531828127,0.344258395009731,0.118074659549408,0.242001114022416,-0.138899548302547,0.25502207844442,0.0669985477236907,0.767046477279791,-0.100079005931775,0.345237252469804,0.329713852243825,0.0700849475758852,0.0612432820394395,0.54497860406197,0.329713852243825,0.0700849475758852,0.238419844750021,0.0169044288542632,-0.0721649760835712,0.637576586883153,0.46864610351304,0.00343822787936022,0.0781870909890066,0.830007479235311,0.23388081027872,0.0344476073742713,0.213410230239047,0.149776154260629,0.25779704754562,0.335061452358529,0.176759205166492,0.0918856662891572,0.231924397371925,0.0947128964578428,0.148188717833917,0.557317275277358,0.21776407547973,0.0312389205459686,0.191253252828052,0.161889971014497,0.201354921118491,0.0445520843011168
"8",0.298018464934253,0.280657612923958,0.753270229202646,0.00295094681500311,0.209297794213387,0.285114135167464,-0.0828683515646412,0.713894901109527,-0.0162335039994243,0.910908890133225,0.0276793826183093,0.817469386259654,0.21354490029103,0.0329022950846501,-0.0946494654416487,0.425730959923034,-0.114733183749352,0.630047566140437,-0.0449251041168651,0.66894342989466,0.109064588753891,0.611944548511631,0.048843916507159,0.634712652219757,0.237842348394751,0.232234584135392,0.238419844750021,0.0169044288542632,-0.0555149970267782,0.723652189765209,0.404274979573099,0.0160097989392564,0.120916095322193,0.655544136727984,0.155699999681215,0.173443637829041,0.381910798433799,0.00568439932305346,-0.0929436446151442,0.696730155508214,0.267229694303159,0.00922082465792807,0.302386740651573,0.0248410314363222,-0.148507333039024,0.50952714275736,0.253709153030628,0.0117102999441014,0.254072183963388,0.0565036626940926,0.235473138325542,0.0183543319735435
"9",-0.237871807316166,0.312548209006816,0.407985110504386,0.0594454863900724,-0.26343302944591,0.0918652471000857,-0.0197597297761015,0.930449363864921,-0.22245477801464,0.192221807037272,-0.16055418204484,0.228606722774444,0.10968864083361,0.277311912818072,-0.111531122415786,0.413154033753711,0.255544031148554,0.158060150978145,0.0792215237017049,0.463136428123378,0.145777658484427,0.363119418352775,0.0708311320383117,0.490553417210091,0.0452799010060174,0.770396783595432,0.238419844750021,0.0169044288542632,-0.0494460829076451,0.798940744839279,0.60857587077397,5.03913880536464e-05,-0.42776255674247,0.0370553720821234,0.204107131319903,0.0975721667979023,0.376444196776747,0.00256491798525561,-0.266165580787723,0.147811551840932,0.27629186959592,0.00802448754314401,0.236993031411736,0.0499166221310753,-0.155091625377287,0.388790728052746,0.199326830218887,0.0491013663044185,0.235910958746249,0.0476374198783937,0.2073727098895,0.0384320730661893
"10",0.189720686563738,0.397750753017106,0.444059377327213,0.0568269100174409,0.21380397204014,0.179512586587773,0.384039006584664,0.0856600523860836,-0.224579234594508,0.175244744052852,-0.0796855251560389,0.548549339325112,0.101741976985162,0.313817108032521,0.0913477072707942,0.503133318472904,-0.191981147904023,0.292509439301952,-0.0854373836151664,0.428674041944806,0.00528521377492829,0.973500252840142,-0.0308633234935548,0.76289369332203,0.11597452445432,0.453449529939431,0.238419844750021,0.0169044288542632,0.0960779665188498,0.571616765259264,0.458771391417604,0.00488942367204576,-0.190569777537397,0.552999358102742,0.0558697432811451,0.638727082194777,0.372497672301336,0.00912634298293717,-0.3330134431424,0.120490959996836,0.146157389295148,0.181963779943864,0.141432683311666,0.285293525440082,-0.070734942749397,0.72589055394864,0.0471833576290797,0.648031131995272,0.195317388729918,0.125015909889887,0.102188800331617,0.311685484608199
"11",-0.116379805077305,0.718706094133165,0.82702552696968,6.89820326242798e-06,0.446384702373406,0.0104388429425792,0.338065748235759,0.133902769654131,-0.0638583318999537,0.669788920074727,-0.0184754839463468,0.881126859778816,0.25853405516572,0.00940009241401957,-0.0484903152890667,0.699024260182099,-0.0959332829538612,0.641082569890375,0.0128321695598063,0.903371071882977,0.137840121178146,0.451858120710088,0.114502991212106,0.261575514047983,0.20311333053832,0.249278757464122,0.238419844750021,0.0169044288542632,0.199930960957055,0.24951696200417,0.429451363967754,0.00568545183868902,-0.0500401922888688,0.829450954289337,0.0187437523169949,0.873185753196575,0.577684274237528,1.09053485187327e-06,0.266974342955859,0.218148743026798,0.303840684605898,0.00261668022368697,0.603880429325227,1.60951487982691e-07,-0.0579197188601636,0.783313975081145,0.349399783130997,0.000421366679394829,0.50816254087604,1.55083257520791e-05,0.323921596512675,0.00101044248441135
"12",-0.227564755823378,0.363793779877135,0.578366821424087,0.0239080843184521,-0.0286745922849422,0.874138538678212,-0.195352562439091,0.422853768900163,0.0764403227542761,0.605581535392189,0.126941619999589,0.305997678281266,0.00275945445339038,0.978262202162044,0.0763526291565773,0.539143084489594,-0.0881815533880376,0.703873959093725,0.0277139589558237,0.797709977790634,-0.223904162301229,0.234267518607779,-0.0942720959811993,0.358365668191997,-0.0240596054188989,0.894271103226319,0.238419844750021,0.0169044288542632,0.100045762636471,0.528440482303395,0.347918800985772,0.04055572996355,-0.375994952119356,0.185194200619578,0.0896855738344018,0.437937679842806,0.201448601371007,0.165132832522294,-0.42976734455607,0.0585963865449862,0.110667655594817,0.296337309392035,0.0186113658118676,0.89271710033308,-0.0829794427376239,0.706609808239992,0.00663153396238146,0.948598351871889,0.104401248797403,0.435436331723276,0.0656630953954239,0.516288926863981
